Size,Prob,Run Number,moves,cost,Total Deaths,Deaths by Pit,Death by Wumpus,Domesticated Wumpi,Cells Explored
25,0.006,0,75,873,0,0,0,0,53
25,0.006,1,386,-2657,3,1,2,0,278
25,0.006,2,25,960,0,0,0,0,23
25,0.006,3,412,-6663,7,4,3,1,298
25,0.006,4,33,945,0,0,0,0,31
25,0.006,5,667,-6159,6,3,3,2,393
25,0.006,6,1230,-9207,8,4,4,4,452
25,0.006,7,95,852,0,0,0,0,89
25,0.006,8,45,925,0,0,0,0,43
25,0.006,9,428,-3744,4,2,2,1,288
25,0.006,0,313,-1566,2,1,1,0,188
25,0.006,1,202,-2329,3,3,0,0,163
25,0.006,2,415,-1726,2,0,2,2,256
25,0.006,3,2620,-12018,8,4,4,3,577
25,0.006,4,744,-5335,5,3,2,2,336
25,0.006,5,2387,-11540,8,4,4,4,573
25,0.006,6,247,-416,1,1,0,0,206
25,0.006,7,668,-5138,5,2,3,3,429
25,0.006,8,58,-95,1,1,0,0,50
25,0.006,9,290,-2475,3,2,1,0,252
25,0.006,0,159,-2245,3,0,3,0,140
25,0.006,1,769,-7333,7,3,4,1,446
25,0.006,2,577,-5012,5,3,2,0,395
25,0.006,3,83,-1137,2,1,1,0,61
25,0.006,4,677,-7177,7,3,4,2,425
25,0.006,5,105,-1176,2,1,1,0,69
25,0.006,6,1513,-7846,6,3,3,1,507
25,0.006,7,216,-1369,2,1,1,0,149
25,0.006,8,78,-133,1,0,1,0,67
25,0.006,9,573,-6007,6,3,3,1,326
25,0.006,0,451,-4755,5,3,2,0,344
25,0.006,1,168,-1283,2,1,1,0,141
25,0.006,2,348,-3596,4,3,1,0,224
25,0.006,3,790,-4411,4,3,1,1,421
25,0.006,4,234,-1398,2,1,1,0,169
25,0.006,5,89,855,0,0,0,0,79
25,0.006,6,1059,-5902,5,2,3,2,461
25,0.006,7,230,-1387,2,1,1,0,166
25,0.006,8,678,-5256,5,2,3,0,306
25,0.006,9,464,-2808,3,2,1,0,296
25,0.006,0,572,-3993,4,3,1,0,395
25,0.006,1,433,-5700,6,3,3,2,329
25,0.006,2,322,-1530,2,1,1,0,252
25,0.006,3,242,-1399,2,2,0,0,185
25,0.006,4,1509,-8766,7,3,4,4,507
25,0.006,5,752,-6298,6,4,2,1,508
25,0.006,6,129,-218,1,1,0,0,112
25,0.006,7,1092,-7974,7,3,4,4,493
25,0.006,8,890,-7557,7,4,3,3,514
25,0.006,9,93,845,0,0,0,0,83
25,0.083,0,27,-1042,2,1,1,0,14
25,0.083,1,17,-28,1,0,1,0,8
25,0.083,2,375,-48555,49,27,22,13,113
25,0.083,3,18,-1028,2,1,1,0,7
25,0.083,4,21,-1029,2,1,1,0,7
25,0.083,5,805,-59427,59,31,28,15,169
25,0.083,6,979,-80677,80,34,46,31,229
25,0.083,7,117,-12179,13,7,6,2,45
25,0.083,8,4211,-110291,103,51,52,51,301
25,0.083,9,16,-27,1,0,1,0,8
25,0.083,0,198,-28299,29,14,15,6,47
25,0.083,1,1671,-80083,78,39,39,29,251
25,0.083,2,550,-54885,55,26,29,17,166
25,0.083,3,1893,-93539,91,45,46,40,275
25,0.083,4,305,-40462,41,19,22,9,87
25,0.083,5,771,-64282,64,29,35,27,198
25,0.083,6,10597,-120580,100,50,50,50,314
25,0.083,7,191,-28284,29,15,14,7,60
25,0.083,8,510,-59759,60,29,31,19,187
25,0.083,9,3504,-106716,101,51,50,46,310
25,0.083,0,11,-16,1,0,1,0,3
25,0.083,1,5617,-112255,102,51,51,49,313
25,0.083,2,4354,-109657,102,51,51,47,318
25,0.083,3,837,-71414,71,29,42,28,224
25,0.083,4,9,-12,1,0,1,0,2
25,0.083,5,1820,-80476,78,36,42,30,227
25,0.083,6,2026,-89787,87,41,46,40,260
25,0.083,7,6,994,0,0,0,0,3
25,0.083,8,1929,-96521,94,45,49,44,287
25,0.083,9,2568,-97862,94,46,48,44,295
25,0.083,0,25,-3034,4,2,2,0,6
25,0.083,1,27,-2037,3,1,2,1,10
25,0.083,2,5,992,0,0,0,0,2
25,0.083,3,6,992,0,0,0,0,4
25,0.083,4,1472,-92615,91,46,45,40,288
25,0.083,5,8,-8,1,0,1,0,3
25,0.083,6,2967,-104666,100,50,50,44,301
25,0.083,7,5842,-108632,98,49,49,47,310
25,0.083,8,4,995,0,0,0,0,2
25,0.083,9,21,962,0,0,0,0,9
25,0.083,0,581,-66918,67,30,37,22,178
25,0.083,1,239,-21381,22,8,14,9,85
25,0.083,2,95,-11148,12,5,7,2,32
25,0.083,3,1890,-95485,93,46,47,44,262
25,0.083,4,1336,-69459,68,38,30,24,209
25,0.083,5,329,-21562,22,10,12,6,99
25,0.083,6,556,-49895,50,24,26,23,138
25,0.083,7,741,-65196,65,30,35,20,195
25,0.083,8,1419,-81585,80,38,42,30,232
25,0.083,9,2487,-94863,91,45,46,37,265
25,0.167,0,1697,-156107,154,78,76,64,144
25,0.167,1,559,-53046,53,28,25,23,52
25,0.167,2,630,-84999,85,38,47,38,94
25,0.167,3,1767,-161176,159,82,77,73,152
25,0.167,4,221,-39335,40,19,21,13,29
25,0.167,5,2366,-136611,133,66,67,62,128
25,0.167,6,384,-38683,39,19,20,16,34
25,0.167,7,2295,-132514,129,65,64,57,117
25,0.167,8,3188,-198191,193,98,95,92,192
25,0.167,9,370,-61556,62,26,36,26,59
25,0.167,0,2,998,0,0,0,0,0
25,0.167,1,3,997,0,0,0,0,0
25,0.167,2,2,998,0,0,0,0,0
25,0.167,3,2,998,0,0,0,0,0
25,0.167,4,2,998,0,0,0,0,0
25,0.167,5,2,998,0,0,0,0,0
25,0.167,6,2,998,0,0,0,0,0
25,0.167,7,3,997,0,0,0,0,0
25,0.167,8,3,997,0,0,0,0,0
25,0.167,9,2,998,0,0,0,0,0
25,0.25,0,3,-1003,1,1,0,0,0
25,0.25,1,3,-1003,1,1,0,0,0
25,0.25,2,3,-1003,1,1,0,0,0
25,0.25,3,3,-1004,1,1,0,0,0
25,0.25,4,3,-1004,1,1,0,0,0
25,0.25,5,3,-1003,1,1,0,0,0
25,0.25,6,3,-1004,1,1,0,0,0
25,0.25,7,3,-1004,1,1,0,0,0
25,0.25,8,3,-1004,1,1,0,0,0
25,0.25,9,3,-1004,1,1,0,0,0
25,0.25,0,3,-1004,1,1,0,0,0
25,0.25,1,3,-1004,1,1,0,0,0
25,0.25,2,3,-1004,1,1,0,0,0
25,0.25,3,3,-1003,1,1,0,0,0
25,0.25,4,3,-1004,1,1,0,0,0
25,0.25,5,3,-1004,1,1,0,0,0
25,0.25,6,3,-1004,1,1,0,0,0
25,0.25,7,3,-1004,1,1,0,0,0
25,0.25,8,3,-1004,1,1,0,0,0
25,0.25,9,3,-1003,1,1,0,0,0
